source,source_row,z,y,x,theta_deg,winding,dk,ct_brightness,conf,pre_repair_global_id,labeled_frac_5cube
unlab,8031,8912,1663,1716,258.0,19,1,128,,431666,0.168
unlab,8069,8272,2052,1837,108.0,20,1,149,,420765,0.168
unlab,8549,1680,1450,1361,228.0,32,1,143,,109148,0.168
unlab,8612,6032,2397,1852,114.0,37,1,154,,223883,0.168
wedge,1913,5904,1641,1843,258.0,60,,,1,329505,0.168
unlab,5071,2192,1950,1549,114.0,9,1,132,,130631,0.16
unlab,6575,7120,2250,1927,96.0,12,1,164,,223883,0.16
wedge,1855,5776,2588,1701,120.0,63,,,1,223883,0.16
unlab,384,3728,2018,2004,0.0,3,1,119,,242270,0.152
unlab,642,3600,2034,1878,174.0,3,3,109,,220699,0.152
unlab,2585,7312,2127,2140,6.0,6,1,118,,389389,0.152
unlab,5097,7888,2069,1830,126.0,9,1,158,,404337,0.152
unlab,5741,4432,1959,1725,204.0,10,1,177,,286034,0.152
unlab,8439,7120,2386,1912,96.0,28,1,136,,223883,0.152
unlab,4455,7824,2071,1874,114.0,8,1,143,,223883,0.144
unlab,4813,7248,2030,2055,312.0,8,1,145,,389654,0.144
unlab,6253,8784,1792,1510,198.0,11,2,161,,431618,0.144
unlab,7104,1296,1563,1718,300.0,13,1,119,,78478,0.144
unlab,7582,6160,2253,1980,96.0,16,1,155,,352402,0.144
unlab,8110,9104,2066,2059,42.0,21,1,143,,460980,0.144
wedge,1542,4816,1423,2205,294.0,82,,,1,206505,0.144
unlab,1744,1232,1845,1633,24.0,5,1,209,,78137,0.136
unlab,3313,5136,1951,2053,300.0,6,1,124,,318178,0.136
unlab,4049,4752,1955,1937,282.0,7,1,123,,311032,0.136
unlab,5372,8144,1785,1961,300.0,9,1,123,,417208,0.136
unlab,5959,10960,1155,1992,306.0,10,1,153,,629571,0.136
unlab,6383,7376,1991,1980,276.0,11,1,133,,390106,0.136
unlab,7809,7376,1954,1956,264.0,17,1,146,,389466,0.136
unlab,2190,2768,1954,1770,210.0,5,1,133,,152549,0.128
unlab,2643,5712,2174,2058,30.0,6,1,134,,337848,0.128
unlab,6736,9296,1815,1814,252.0,12,1,200,,442759,0.128
unlab,6924,1744,1839,1522,102.0,13,1,152,,109539,0.128
unlab,7082,4176,1896,1944,276.0,13,1,151,,272562,0.128
unlab,7318,4048,1699,1997,276.0,14,1,100,,254157,0.128
unlab,7588,6288,2270,1924,102.0,16,1,159,,223883,0.128
unlab,8321,10320,1593,1801,306.0,24,1,164,,537998,0.128
wedge,1458,4560,1646,2803,336.0,80,,,1,206505,0.128
unlab,3473,11088,1041,2157,24.0,7,2,141,,653429,0.12
unlab,7243,9616,2008,1601,138.0,14,1,130,,484435,0.12
unlab,7755,8272,2021,1863,102.0,17,1,148,,421146,0.12
unlab,4120,8144,1818,1956,306.0,7,1,143,,417327,0.112
unlab,7752,5712,2264,1933,102.0,17,1,186,,223883,0.112
unlab,8459,10832,1920,1816,96.0,29,1,158,,643719,0.112
unlab,7496,2704,1849,1803,264.0,15,1,138,,63448,0.104
unlab,8189,1360,1985,1522,108.0,22,1,142,,83449,0.104
unlab,4237,4048,2084,2104,12.0,8,1,145,,259307,0.096
unlab,1814,9552,1979,1774,54.0,5,1,148,,470008,0.088
unlab,7557,7376,2248,2041,66.0,16,1,131,,223883,0.088
unlab,1445,8976,1782,1707,234.0,4,1,148,,442540,0.08
unlab,8353,7440,1845,2001,276.0,25,1,146,,223883,0.072
